Table 8,,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,,
"by State by City, 2022",,,,,,,,,,,,
State,City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,De Leon,"2,310",9,0,0,1,8,30,12,13,5,0
,Del Rio,"34,495",75,1,16,13,45,488,147,310,31,7
,Denison,"25,828",73,0,12,1,60,323,60,201,62,4
,Denton,"154,230",445,7,117,45,276,"3,672",450,"2,780",442,8
,Denver City,"4,346",7,0,0,0,7,20,11,9,0,1
,DeSoto,"55,956",168,4,19,32,113,"1,130",119,772,239,3
,Devine,"4,483",3,0,0,1,2,84,6,70,8,1
,Diboll,"4,466",13,0,3,0,10,31,8,18,5,0
,Dickinson,"21,936",58,4,12,12,30,355,57,248,50,0
,Dilley,"3,318",3,0,0,1,2,17,9,3,5,0
,Dimmitt,"4,183",7,0,2,1,4,19,7,8,4,0
,Donna,"16,842",193,2,11,6,174,447,54,347,46,4
,Double Oak,"3,052",1,0,0,0,1,14,4,10,0,0
,Driscoll,668,0,0,0,0,0,1,0,0,1,0
,Dublin,"3,469",2,1,0,0,1,17,13,2,2,0
,Dumas,"14,140",32,1,5,1,25,267,31,217,19,0
,Duncanville,"39,474",126,3,11,47,65,"1,003",132,633,238,2
,Eagle Pass,"28,811",66,0,1,10,55,771,167,520,84,2
,Early,"3,161",14,1,0,0,13,21,4,16,1,0
,Eastland,"3,630",3,0,1,0,2,48,5,40,3,0
,Edgewood,"1,649",2,2,0,0,0,0,0,0,0,0
,Edinburg,"104,987",352,3,68,59,222,"2,323",229,"2,008",86,6
,Edna,"5,976",25,0,3,1,21,33,7,18,8,0
,El Campo,"12,235",74,1,12,0,61,477,49,403,25,4
,Electra,"2,286",3,0,2,0,1,25,0,21,4,0
,Elgin,"11,245",18,3,2,0,13,141,18,116,7,0
,Elmendorf,"2,202",3,0,0,0,3,23,4,12,7,0
,El Paso,"678,232","2,123",22,294,267,"1,540","9,353",970,"6,973","1,410",61
,Elsa,"5,683",29,1,2,2,24,254,45,200,9,0
,Emory,"1,359",0,0,0,0,0,8,1,6,1,0
,Ennis,"22,254",27,0,4,1,22,449,49,352,48,1
,Euless,"59,901",175,1,35,35,104,"1,336",145,"1,058",133,2
,Everman,"5,993",9,0,1,2,6,53,8,40,5,0
,Fairfield,"2,939",17,0,1,1,15,225,192,27,6,0
,Fair Oaks Ranch,"11,119",9,0,5,0,4,124,38,74,12,0
,Fairview,"10,917",5,0,0,0,5,68,3,61,4,0
,Falfurrias,"4,754",12,0,1,1,10,10,4,4,2,0
,Farmers Branch,"36,595",90,3,14,19,54,"1,456",172,"1,066",218,1
,Farmersville,"4,024",5,0,0,0,5,38,11,26,1,0
,Farwell,"1,383",0,0,0,0,0,4,0,3,1,0
,Fate,"23,955",16,0,10,0,6,101,6,89,6,1
,Ferris,"2,893",6,0,0,1,5,41,7,29,5,0
,Flatonia,"1,348",5,1,0,0,4,8,3,2,3,1
,Florence,"1,218",1,0,0,0,1,6,2,3,1,0
,Floresville,"7,971",16,0,3,1,12,134,38,73,23,1
,Flower Mound,"78,167",37,0,12,5,20,607,63,513,31,0
,Floydada,"2,638",12,0,1,1,10,30,7,14,9,0
,Forest Hill,"13,685",50,5,9,14,22,246,42,152,52,1
,Forney,"31,105",62,0,5,3,54,361,32,286,43,1
,Fort Stockton,"8,411",7,0,2,0,5,37,12,17,8,1
,Fort Worth,"948,605","4,765",100,591,689,"3,385","25,989","3,993","18,439","3,557",112
,Franklin,"1,781",1,0,0,0,1,9,3,4,2,0
,Frankston,"1,117",6,0,1,0,5,19,2,16,1,0
,Fredericksburg,"11,348",18,0,7,0,11,112,13,95,4,0
,Freeport,"10,500",64,0,4,2,58,150,26,124,0,1
,Freer,"2,454",7,0,0,0,7,10,6,2,2,0
,Friendswood,"40,851",34,1,15,6,12,233,33,174,26,0
,Friona,"4,121",2,0,1,0,1,18,9,5,4,0
,Frisco,"218,962",225,0,43,25,157,"2,928",210,"2,592",126,4
,Fulshear,"18,058",5,0,1,0,4,103,10,80,13,0
,Gainesville,"17,789",41,1,4,5,31,431,55,320,56,0
,Galena Park,"10,240",32,0,5,4,23,136,23,82,31,0
,Galveston,"52,920",248,6,64,38,140,"1,548",202,"1,137",209,1
,Ganado,"1,998",1,0,0,0,1,14,3,6,5,0
,Garden Ridge,"4,442",4,0,1,0,3,68,12,46,10,0
,Garland,"241,095",593,5,73,198,317,"6,178",914,"4,207","1,057",11
,Garrison,791,1,0,0,0,1,3,1,2,0,0
,Gatesville,"17,154",23,0,5,3,15,130,20,90,20,3
,Georgetown,"83,371",133,2,44,11,76,"1,048",128,865,55,14
,George West,"2,194",3,0,0,0,3,32,5,17,10,0
,Giddings,"5,144",17,0,4,1,12,97,19,69,9,2
,Gilmer,"4,997",19,0,4,1,14,145,13,122,10,0
,Gladewater,"6,174",7,0,0,1,6,65,9,50,6,0
,Glenn Heights,"18,398",51,1,6,3,41,205,25,143,37,1
,Godley,"2,245",6,0,1,0,5,24,3,17,4,0
,Gonzales,"7,089",105,1,7,1,96,124,32,75,17,0
,Graham,"8,823",14,0,4,1,9,101,6,84,11,0
,Granbury,"12,132",15,3,3,2,7,436,38,390,8,2
,Grand Prairie,"199,663",405,8,42,67,288,"3,770",304,"2,971",495,6
,Grand Saline,"3,236",2,0,1,0,1,23,7,11,5,1
,Grapeland,"1,504",2,0,1,0,1,4,1,3,0,0
,Grapevine,"50,988",72,0,25,4,43,"1,500",101,"1,200",199,2
,Greenville,"30,890",95,2,19,14,60,468,74,351,43,6
,Groesbeck,"3,638",18,1,5,1,11,79,18,54,7,0
,Groves,"16,682",54,1,6,5,42,193,43,128,22,2
,Gun Barrel City,"6,551",10,0,1,1,8,52,9,33,10,0
,Gunter,"2,449",0,0,0,0,0,11,5,6,0,0
,Hallettsville,"2,762",15,1,3,1,10,38,6,31,1,3
,Hallsville,"4,707",5,0,0,1,4,21,12,6,3,0
,Haltom City,"45,488",74,8,8,13,45,464,77,295,92,0
,Hamilton,"2,860",9,0,2,0,7,31,11,19,1,0
,Hamlin,"1,899",3,0,1,0,2,11,2,8,1,0
,Harker Heights,"34,001",76,3,20,8,45,454,68,342,44,1
,Harlingen,"72,047",233,3,11,52,167,"2,034",260,"1,646",128,11
,Haskell,"3,033",3,0,0,0,3,21,2,12,7,1
,Hawkins,"1,353",3,1,0,0,2,9,5,4,0,0
,Hawley,575,0,0,0,0,0,0,0,0,0,0
,Hearne,"4,517",28,1,2,1,24,36,12,12,12,1
,Heath,"10,661",9,0,6,0,3,67,18,49,0,0
,Hedwig Village,"2,295",7,0,0,6,1,127,8,114,5,0
,Helotes,"9,263",3,0,1,0,2,169,29,135,5,0
,Hempstead,"6,388",35,1,5,4,25,120,13,85,22,2
,Hereford,"14,626",44,1,5,6,32,272,55,170,47,6
,Hewitt,"16,291",27,0,9,2,16,146,13,120,13,0
,Hickory Creek,"5,786",5,0,2,0,3,93,5,79,9,0
,Hico,"1,360",0,0,0,0,0,0,0,0,0,0
,Hidalgo,"14,468",9,1,3,3,2,195,16,160,19,1
,Highland Park,"8,732",7,0,1,4,2,189,23,156,10,0
,Highland Village,"15,988",11,0,3,1,7,134,8,122,4,0
,Hill Country Village,939,2,0,0,1,1,35,3,30,2,0
,Hillsboro,"8,407",17,0,0,3,14,150,11,123,16,0
,Hitchcock,"7,502",26,0,9,2,15,151,29,100,22,5
,Hollywood Park,"3,091",3,0,0,0,3,69,3,55,11,0
,Hondo,"8,522",24,0,2,1,21,178,49,104,25,2
,Honey Grove,"1,789",8,0,2,0,6,10,0,10,0,1
,Hooks,"2,510",8,0,0,1,7,34,6,21,7,0
,Horizon City,"23,726",33,0,4,1,28,198,24,142,32,0
,Horseshoe Bay,"4,693",7,0,3,0,4,49,12,35,2,0
,Houston,"2,276,533","25,987",433,"1,140","6,955","17,459","104,304","14,939","72,021","17,344",454
,Howe,"3,659",7,0,3,0,4,23,7,11,5,0
,Hudson Oaks,"2,547",8,0,1,0,7,103,8,87,8,0
,Hughes Springs,"1,542",1,0,0,0,1,0,0,0,0,0
,Humble,"16,085",177,2,33,45,97,"1,739",146,"1,388",205,6
,Huntington,"2,020",2,0,1,0,1,27,14,8,5,0
,Huntsville,"46,780",222,1,35,16,170,853,101,657,95,3
,Hurst,"39,796",98,0,29,18,51,938,63,809,66,2
,Hutchins,"5,594",41,0,4,8,29,325,35,185,105,0
,Hutto,"33,891",39,0,8,4,27,216,31,171,14,2
,Idalou,"2,118",5,0,1,0,4,15,5,10,0,1
,Ingleside,"10,207",36,0,10,1,25,183,54,107,22,0
,Ingram,"1,834",4,0,1,0,3,40,17,22,1,1
,Iowa Colony,"11,056",18,0,3,1,14,78,30,39,9,0
,Iowa Park,"6,595",3,0,1,0,2,27,7,17,3,0
,Irving,"254,141",853,12,144,164,533,"6,433",748,"4,698",987,8
,Italy,"2,038",3,0,0,0,3,25,9,13,3,0
,Itasca,"1,682",3,0,1,1,1,0,0,0,0,0
,Jacinto City,"9,190",7,0,0,2,5,334,17,278,39,0
,Jacksboro,"4,292",7,0,2,0,5,26,6,19,1,1
,Jacksonville,"14,196",78,0,6,2,70,360,72,245,43,1
,Jamaica Beach,"1,065",2,0,1,0,1,5,0,5,0,0
,Jarrell,"2,469",3,0,0,1,2,19,1,15,3,0
,Jasper,"7,706",36,1,0,8,27,284,43,229,12,2
,Jefferson,"1,830",6,0,1,1,4,10,2,5,3,2
,Jersey Village,"7,575",28,1,2,6,19,308,49,170,89,0
,Jonestown,"2,506",8,0,3,0,5,31,11,14,6,0
,Josephine,"4,711",1,1,0,0,0,25,12,13,0,0
,Joshua,"8,256",23,0,6,3,14,72,12,53,7,1
,Jourdanton,"4,179",14,0,0,0,14,23,5,11,7,1
,Junction,"2,536",1,0,0,0,1,6,3,2,1,0
,Karnes City,"3,271",5,0,2,0,3,33,9,19,5,0
,Katy,"25,511",56,0,13,15,28,844,57,713,74,2
,Kaufman,"7,829",24,0,1,3,20,71,6,58,7,0
,Keene,"6,355",18,1,7,1,9,61,15,42,4,0
,Keller,"45,080",44,0,10,2,32,301,43,249,9,3
,Kemah,"1,794",8,0,2,2,4,76,8,61,7,0
,Kemp,"1,237",6,0,3,0,3,27,7,17,3,0
,Kempner,"1,211",0,0,0,0,0,0,0,0,0,0
,Kenedy,"3,589",13,0,2,4,7,89,30,53,6,2
,Kennedale,"8,417",17,3,5,3,6,102,25,62,15,0
,Kerens,"1,518",7,0,0,1,6,13,4,6,3,0
,Kermit,"5,749",4,0,0,0,4,27,7,14,6,0
,Kerrville,"24,696",45,0,9,3,33,225,25,178,22,1
,Kilgore,"13,419",54,1,12,2,39,285,61,192,32,0
,Killeen,"159,546",864,19,79,85,681,"2,787",560,"1,808",419,6
,Kingsville,"24,802",73,0,15,10,48,726,145,533,48,0
,Kirby,"8,069",102,0,4,3,95,136,11,80,45,1
,Knox City,"1,047",4,0,1,0,3,19,12,7,0,0
,Kountze,"2,371",1,0,0,0,1,19,4,9,6,0
,Kyle,"57,724",139,2,19,13,105,747,61,610,76,2
,Lacy-Lakeview,"7,143",29,1,2,2,24,183,36,126,21,0
,La Feria,"6,791",34,0,8,2,24,165,23,135,7,0
,Lago Vista,"9,637",9,0,3,0,6,51,8,40,3,1
,La Grange,"4,455",17,0,3,0,14,100,17,78,5,0
,La Grulla,"1,208",4,0,0,2,2,8,1,4,3,1
,Laguna Vista,"3,673",1,0,1,0,0,15,5,10,0,0
,La Joya,"4,666",22,0,5,0,17,24,8,16,0,0
,Lake Dallas,"7,738",12,0,6,3,3,53,6,34,13,0
,Lake Jackson,"27,595",69,1,18,5,45,458,36,384,38,1
,Lakeport,970,0,0,0,0,0,2,0,0,2,0
,Lakeside,"1,603",6,0,2,1,3,21,1,19,1,0
,"Lakeview, Harrison County","6,490",4,0,0,0,4,47,10,30,7,0
,Lakeway,"19,267",11,0,4,0,7,208,26,168,14,0
,Lake Worth,"4,652",29,0,7,2,20,341,22,292,27,0
,La Marque,"19,068",84,5,23,5,51,695,122,513,60,3
,Lamesa,"8,726",43,1,6,2,34,211,44,150,17,3
,Lampasas,"7,737",20,0,4,0,16,185,15,158,12,0
,Lancaster,"40,615",255,3,14,45,193,"1,252",197,841,214,6
,La Porte,"36,646",84,1,7,6,70,525,89,375,61,1
,Laredo,"256,973",814,12,67,130,605,"3,303",404,"2,621",278,35
,La Vernia,"1,224",0,0,0,0,0,44,12,16,16,0
,Lavon,"6,277",5,0,2,0,3,37,5,30,2,1
,League City,"116,511",126,2,36,13,75,"1,497",187,"1,181",129,2
,Leonard,"2,085",1,0,0,0,1,6,2,3,1,0
,Leon Valley,"11,402",64,2,7,15,40,732,55,526,151,1
,Levelland,"12,579",134,0,5,5,124,278,80,174,24,0
,Lewisville,"113,568",334,7,69,43,215,"2,505",232,"1,915",358,9
,Lexington,"1,246",1,0,0,0,1,2,0,2,0,0
,Liberty,"8,790",32,0,6,2,24,196,24,149,23,0
,Liberty Hill,"6,909",4,0,1,0,3,51,7,39,5,0
,Lindale,"6,509",10,0,2,1,7,94,9,67,18,0
,Linden,"1,788",4,0,0,0,4,10,2,7,1,0
,Little Elm,"55,340",89,1,24,6,58,264,26,197,41,2
,Littlefield,"5,814",9,0,1,0,8,87,18,61,8,0
,Live Oak,"15,884",36,0,5,13,18,604,45,485,74,3
,Livingston,"5,937",45,0,4,2,39,348,13,305,30,1
,Llano,"3,406",3,0,1,0,2,30,13,11,6,0
,Lockhart,"15,068",19,1,4,3,11,122,19,79,24,2
,Lockney,"1,474",3,0,0,0,3,5,3,1,1,0
,Log Cabin,820,0,0,0,0,0,2,0,2,0,0
,Lone Star,"1,412",5,0,0,0,5,9,2,5,2,0
,Longview,"81,811",360,13,54,71,222,"2,350",477,"1,659",214,2
,Lorena,"1,787",3,0,0,0,3,21,3,14,4,1
,Los Fresnos,"8,164",35,0,2,0,33,114,4,106,4,0
,Lubbock,"264,142","2,809",25,301,349,"2,134","10,922","2,260","7,445","1,217",82
,Lufkin,"34,063",161,2,33,21,105,"1,258",199,960,99,4
,Luling,"5,511",16,0,3,2,11,68,8,51,9,0
,Lumberton,"14,004",17,1,9,0,7,119,14,96,9,0
,Lytle,"3,037",4,0,0,2,2,202,91,92,19,1
,Madisonville,"4,670",16,0,4,1,11,65,12,42,11,0
,Magnolia,"2,906",3,0,1,0,2,40,11,25,4,0
,Manor,"23,497",48,1,8,7,32,251,28,200,23,3
,Mansfield,"75,993",61,0,17,10,34,"1,077",99,905,73,1
,Manvel,"14,821",15,0,2,0,13,130,24,94,12,0
,Marble Falls,"7,408",28,2,8,0,18,160,46,102,12,0
,Marfa,"1,749",2,0,0,0,2,4,0,3,1,0
,Marlin,"5,631",14,0,1,1,12,56,34,12,10,2
,Marshall,"22,628",102,4,13,12,73,419,137,251,31,1
,Mathis,"4,379",14,1,0,3,10,105,40,56,9,6
,Maud,969,1,0,0,0,1,13,4,6,3,0
,Maypearl,945,2,0,0,0,2,3,1,2,0,0
,McAllen,"145,510",285,5,58,42,180,"2,840",159,"2,618",63,13
,McKinney,"208,415",238,3,49,24,162,"2,163",210,"1,767",186,7
,Meadows Place,"4,591",5,0,1,3,1,143,4,108,31,0
,Melissa,"20,071",5,0,1,0,4,64,4,55,5,0
,Memorial Villages,"10,987",4,0,0,2,2,82,9,69,4,0
,Memphis,"2,086",1,0,0,0,1,6,3,2,1,0
,Mercedes,"16,365",131,0,12,7,112,474,47,387,40,4
,Meridian,"1,424",2,0,0,0,2,9,4,5,0,0
,Merkel,"2,431",6,0,1,0,5,19,6,7,6,0
,Mesquite,"147,226",687,9,57,134,487,"5,372",718,"3,618","1,036",9
,Mexia,"6,865",23,0,2,6,15,129,19,98,12,0
,Midland,"129,945",639,13,70,42,514,"2,482",289,"1,906",287,6
,Midlothian,"38,587",41,2,9,2,28,382,29,299,54,1
,Miles,927,0,0,0,0,0,1,1,0,0,0
,Milford,736,4,0,2,0,2,5,2,2,1,0
,Mineola,"5,031",17,0,6,1,10,75,10,64,1,1
,Mineral Wells,"15,010",27,0,7,3,17,511,145,319,47,2
,Mission,"86,577",294,1,74,30,189,"1,451",160,"1,174",117,6
,Missouri City,"75,323",119,3,17,23,76,895,141,679,75,3
,Monahans,"7,185",28,2,3,3,20,49,7,33,9,0
,Mont Belvieu,"8,902",22,1,5,3,13,148,15,110,23,0
,Montgomery,"2,679",6,0,0,0,6,36,2,31,3,0
,Morgans Point Resort,"4,789",2,0,1,0,1,22,0,19,3,0
,Moulton,869,0,0,0,0,0,1,0,1,0,0
,Mount Pleasant,"16,044",79,0,19,5,55,274,46,200,28,2
,Mount Vernon,"2,500",9,0,5,0,4,122,104,15,3,0
,Muleshoe,"5,066",2,0,0,0,2,28,6,19,3,0
,Murphy,"21,297",9,0,0,2,7,148,11,137,0,0
,Mustang Ridge,991,6,0,1,0,5,30,4,17,9,0
,Nacogdoches,"32,055",73,2,16,8,47,647,90,522,35,2
,Nassau Bay,"5,105",7,0,3,0,4,99,20,73,6,0
,Natalia,"1,342",3,0,0,2,1,22,15,3,4,0
,Navasota,"8,459",60,1,4,3,52,201,51,132,18,2
,Nederland,"18,034",34,0,6,3,25,282,28,222,32,1
,Needville,"3,040",4,0,0,0,4,31,2,26,3,0
,New Boston,"4,557",36,0,0,5,31,132,15,107,10,2
,New Braunfels,"107,017",201,0,30,20,151,"1,513",179,"1,157",177,1
,Newton,"1,997",4,0,0,0,4,17,6,11,0,1
,Nolanville,"6,560",10,0,5,0,5,39,8,22,9,1
,Northeast,"3,962",1,0,0,0,1,3,2,1,0,0
,Northlake,"8,513",7,0,0,1,6,102,7,76,19,0
,North Richland Hills,"70,108",159,4,35,23,97,"1,393",139,"1,108",146,2
,"Oak Ridge, Kaufman County",979,0,0,0,0,0,6,5,1,0,0
,Oak Ridge North,"3,011",7,0,1,1,5,65,1,57,7,0
,Odem,"2,277",6,0,0,0,6,27,6,13,8,0
,Odessa,"110,163",573,8,65,64,436,"2,278",357,"1,632",289,16
,Olmos Park,"2,151",2,0,0,1,1,40,17,20,3,0
,Olney,"3,033",8,0,1,1,6,21,7,14,0,0
,Onalaska,"3,225",22,0,11,0,11,43,6,23,14,0
,Orange,"19,056",93,3,14,10,66,317,67,204,46,0
,Overton,"2,294",4,0,0,0,4,30,6,24,0,1
,Ovilla,"4,365",3,0,0,1,2,18,3,13,2,0
,Oyster Creek,"1,196",2,0,0,0,2,23,8,12,3,0
,Palacios,"4,425",20,0,1,1,18,43,12,30,1,3
,Palestine,"19,113",133,1,31,7,94,493,122,340,31,3
,Palmer,"2,510",6,0,0,0,6,25,10,6,9,0
,Palmhurst,"2,600",6,0,1,1,4,177,4,172,1,0
,Palmview,"15,919",70,0,5,7,58,227,70,144,13,0
,Pampa,"16,343",70,0,10,4,56,388,79,292,17,1
,Panhandle,"2,310",0,0,0,0,0,1,0,1,0,0
,Pantego,"2,497",6,0,3,0,3,46,5,29,12,0
,Paris,"24,392",189,2,27,9,151,650,159,433,58,5
,Parker,"6,144",5,0,0,0,5,20,3,14,3,0
,Pasadena,"145,954",915,11,116,126,662,"4,090",594,"2,858",638,11
,Patton Village,"1,799",10,0,0,0,10,16,3,12,1,0
,Payne Springs,755,0,0,0,0,0,0,0,0,0,0
,Pearland,"125,894",117,1,14,33,69,"2,152",164,"1,822",166,0
,Pearsall,"7,661",34,0,1,1,32,109,42,50,17,2
,Pecos,"12,483",68,1,4,3,60,99,30,58,11,0
,Penitas,"6,348",6,0,2,1,3,32,5,25,2,0
,Perryton,"8,143",33,1,5,1,26,95,20,71,4,0
,Petersburg,972,1,0,0,0,1,2,1,0,1,0
,Pflugerville,"67,817",116,2,23,22,69,"1,079",61,923,95,1
,Pharr,"79,558",207,0,54,27,126,"1,213",164,938,111,0
,Pilot Point,"4,892",4,0,2,0,2,25,6,15,4,0
,Pinehurst,"2,209",10,0,0,0,10,54,20,29,5,1
,Pineland,910,3,0,1,0,2,2,1,1,0,0
,Pittsburg,"4,433",16,1,2,1,12,78,22,43,13,1
,Plainview,"19,554",72,0,7,5,60,413,85,285,43,1
,Plano,"289,847",458,1,91,86,280,"5,496",682,"4,293",521,12
,Pleasanton,"10,951",20,0,5,2,13,255,27,205,23,0
,Point Comfort,565,1,0,0,0,1,0,0,0,0,0
,Ponder,"2,417",4,0,2,0,2,8,0,8,0,0
,Port Aransas,"3,286",21,0,5,1,15,183,16,136,31,3
,Port Arthur,"55,899",417,8,40,48,321,"1,008",273,620,115,1
,Port Isabel,"5,165",28,0,4,0,24,110,13,88,9,0
,Portland,"20,742",28,0,7,4,17,273,18,243,12,1
,Port Lavaca,"11,048",22,0,3,0,19,207,39,153,15,0
,Port Neches,"13,293",38,1,5,0,32,129,24,81,24,0
,Poteet,"2,970",9,1,0,0,8,39,15,19,5,0
,Prairie View ,"7,059",17,0,1,2,14,79,29,38,12,0
,Primera,"5,319",5,0,1,0,4,9,1,7,1,0
,Princeton,"22,867",33,0,7,3,23,186,15,152,19,0
,Prosper,"37,752",29,0,8,3,18,331,34,275,22,1
,Queen City,"1,410",4,0,2,0,2,16,10,5,1,0
,Quitman,"2,021",1,0,0,0,1,2,0,2,0,0
,Rancho Viejo,"2,867",0,0,0,0,0,19,4,14,1,0
,Ranger,"2,287",3,0,2,0,1,26,7,15,4,1
,Raymondville,"10,552",62,1,5,7,49,209,57,144,8,4
,Red Oak,"16,396",39,0,9,5,25,205,22,137,46,0
,Refugio,"2,866",2,0,0,0,2,27,6,18,3,0
,"Reno, Lamar County","3,457",3,0,0,0,3,27,4,22,1,0
,"Reno, Parker County","3,457",7,0,0,0,7,40,13,21,6,1
,Rhome,"1,839",2,0,0,0,2,9,2,2,5,0
,Rice,"1,259",4,0,0,1,3,8,2,5,1,0
,Richardson,"115,771",183,2,31,60,90,"2,630",281,"2,004",345,1
,Richland Hills,"8,385",34,0,3,5,26,206,25,165,16,1
,Richmond,"12,936",39,0,6,12,21,288,38,234,16,0
,Richwood,"4,730",6,0,3,0,3,52,3,44,5,0
,Rio Grande City,"15,705",23,1,0,2,20,272,71,179,22,1
,Rio Hondo,"2,012",8,0,1,1,6,34,4,27,3,0
,River Oaks,"7,420",26,0,9,2,15,113,17,80,16,0
,Roanoke,"10,024",7,0,3,1,3,132,17,102,13,0
,Robinson,"12,954",32,0,8,4,20,142,29,102,11,3
,Robstown,"10,155",55,0,8,3,44,300,88,199,13,3
,Rockdale,"5,473",38,0,0,6,32,111,43,52,16,0
,Rockport,"10,759",47,0,6,2,39,324,71,236,17,0
,Rockwall,"51,724",53,0,8,10,35,794,44,685,65,0
,Rogers,"1,107",0,0,0,0,0,1,1,0,0,0
,Rollingwood,"1,398",1,0,0,0,1,32,3,23,6,0
,Roma,"11,547",39,0,2,2,35,85,11,65,9,0
,Roman Forest,"1,963",8,0,1,0,7,69,15,48,6,0
,Roscoe,"1,231",0,0,0,0,0,4,1,3,0,0
,Rosenberg,"40,472",114,1,18,20,75,695,83,546,66,0
,Round Rock,"127,349",215,2,47,42,124,"2,934",166,"2,597",171,5
,Rowlett,"65,196",154,3,13,15,123,968,96,780,92,0
,Royse City,"18,613",43,1,6,5,31,316,43,253,20,0
,Runaway Bay,"1,764",3,0,0,0,3,14,1,13,0,0
,Rusk,"5,583",23,1,3,0,19,67,6,54,7,0
,Sabinal,"1,410",3,0,0,0,3,4,4,0,0,0
,Sachse,"31,317",11,0,8,2,1,218,30,164,24,1
,Saginaw,"23,993",59,2,16,8,33,301,21,244,36,0
,Salado,"2,395",1,0,1,0,0,20,2,15,3,0
,San Angelo,"99,243",334,6,64,26,238,"2,802",428,"2,174",200,15
,San Antonio,"1,465,608","12,935",230,"1,555","1,700","9,450","74,288","9,338","52,586","12,364",255
,San Augustine,"1,844",12,1,0,2,9,40,18,20,2,1
,San Benito,"24,712",128,0,0,10,118,426,65,327,34,2
,San Elizario,"10,080",4,0,0,1,3,30,6,19,5,0
,Sanger,"9,877",21,0,0,1,20,152,11,122,19,0
,San Juan,"35,806",97,0,12,14,71,691,79,560,52,2
,San Marcos,"69,470",445,0,106,47,292,"1,811",211,"1,380",220,9
,San Saba,"3,197",2,0,0,0,2,22,9,13,0,1
,Sansom Park Village,"5,336",35,0,7,3,25,115,24,61,30,1
,Santa Anna,"1,029",1,0,0,0,1,2,0,0,2,0
,Santa Fe,"12,802",21,0,9,4,8,120,30,73,17,0
,Schertz,"43,162",62,0,8,10,44,502,64,345,93,1
,Schulenburg,"2,742",13,0,1,0,12,41,5,31,5,1
,Seabrook,"13,544",31,0,13,6,12,187,27,141,19,0
,Seadrift,997,3,0,0,0,3,4,0,4,0,0
,Seagoville,"19,389",29,1,6,6,16,389,99,178,112,1
,Sealy,"6,720",4,0,0,1,3,99,15,67,17,0
,Seguin,"32,452",135,3,11,17,104,676,80,528,68,3
,Selma,"11,824",26,0,5,4,17,323,22,268,33,0
,Seminole,"7,066",18,0,0,2,16,63,9,46,8,1
,Seven Points,"1,430",9,1,1,0,7,34,6,21,7,0
,Seymour,"2,590",1,0,0,0,1,6,4,0,2,0
,Shallowater,"2,917",6,0,1,0,5,34,8,20,6,0
,Shavano Park,"3,609",4,0,0,1,3,73,5,57,11,0
,Shenandoah,"3,682",10,0,0,4,6,355,13,301,41,0
,Sherman,"45,881",161,3,25,15,118,866,272,496,98,5
,Shiner,"2,183",6,0,0,0,6,8,3,4,1,0
,Silsbee,"6,831",20,0,5,0,15,69,7,57,5,0
,Sinton,"5,602",23,1,8,1,13,104,10,90,4,0
,Slaton,"5,752",9,0,1,1,7,111,34,61,16,0
,Smithville,"4,150",7,0,2,0,5,44,2,41,1,1
,Snyder,"11,179",161,0,15,3,143,150,33,109,8,1
,Socorro,"37,952",85,3,22,9,51,281,42,182,57,1
,Somerset,"1,777",2,0,1,0,1,11,3,2,6,1
,Somerville,"1,346",4,0,1,0,3,15,5,9,1,0
,Sonora,"2,432",2,0,1,0,1,11,5,3,3,0
,Sour Lake,"1,807",0,0,0,0,0,24,2,20,2,0
,South Houston,"15,613",97,3,8,32,54,500,80,297,123,0
,Southlake,"30,949",16,1,6,3,6,376,28,335,13,0
,South Padre Island,"2,048",32,0,12,5,15,288,12,257,19,0
,Southside Place,"1,820",0,0,0,0,0,46,1,38,7,0
,Spearman,"3,034",0,0,0,0,0,0,0,0,0,0
,Splendora,"1,860",7,0,0,1,6,31,6,19,6,0
,Springtown,"3,638",13,0,0,0,13,19,2,17,0,0
,Spring Valley,"4,209",3,0,0,1,2,82,2,72,8,0
,Stafford,"17,110",88,2,11,19,56,884,44,743,97,0
,Stamford,"3,005",3,0,1,0,2,33,9,17,7,1
,Stanton,"2,630",3,0,0,2,1,33,14,14,5,2
,Stephenville,"21,505",49,0,26,2,21,239,36,189,14,0
,Stratford,"1,973",0,0,0,0,0,0,0,0,0,0
,Sudan,934,1,0,1,0,0,0,0,0,0,0
,Sugar Land,"107,989",97,0,12,33,52,"1,745",133,"1,497",115,0
,Sullivan City,"3,896",11,0,0,1,10,40,12,26,2,0
,Sulphur Springs,"16,128",29,0,7,4,18,105,16,81,8,0
,Sunnyvale,"8,381",7,0,0,1,6,122,6,94,22,0
,Sunray,"1,701",1,0,1,0,0,13,3,2,8,0
,Sunrise Beach Village,787,1,0,1,0,0,2,0,2,0,0
,Sunset Valley,637,4,0,0,1,3,172,8,138,26,0
,Surfside Beach,669,2,0,0,0,2,8,2,6,0,0
,Sweeny,"3,566",16,0,5,1,10,44,5,37,2,0
,Sweetwater,"10,420",61,0,1,7,53,146,60,70,16,1
,Taft,"2,835",0,0,0,0,0,30,20,7,3,0
,Tahoka,"2,419",8,0,0,1,7,29,9,19,1,1
